Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,09.08.2019;13:49:31941
0.5,1.0,0,0,0,0.0,0.491
1.5,2.0,3,0,0,0.067,1.56
2.5,3.0,3,0,0,0.075,2.209
3.5,4.0,4,0,0,0.082,3.154
4.5,5.0,5,0,0,0.061,4.222
5.5,6.0,3,0,0,0.096,5.197
6.5,7.0,10,0,0,0.234,6.514
7.5,8.0,7,0,0,0.067,7.444
8.5,9.0,10,0,0,0.054,8.391
9.5,10.0,1,0,0,0.101,9.529
10.5,11.0,9,0,0,0.235,10.528
11.5,12.0,12,0,0,0.621,11.575
12.5,13.0,11,0,0,0.258,12.539
13.5,14.0,11,0,0,0.321,13.536
14.5,15.0,17,0,0,0.306,14.592
15.5,16.0,14,0,0,0.42,15.624
16.5,17.0,7,0,0,0.446,16.558
17.5,18.0,24,0,0,0.834,17.519
18.5,19.0,13,0,0,0.762,18.509
19.5,20.0,21,0,0,0.707,19.507
20.5,21.0,18,0,0,0.344,20.5
21.5,22.0,18,0,0,0.679,21.741
22.5,23.0,8,0,0,2.117,22.513
23.5,24.0,8,0,0,2.068,23.873
24.5,25.0,2,0,0,2.605,24.512
25.5,26.0,16,0,0,2.88,25.491
26.5,27.0,20,0,0,3.297,26.495
27.5,28.0,19,0,0,2.231,27.498
28.5,29.0,13,0,0,2.104,28.508
29.5,30.0,16,0,0,0.0,29.5
30.5,31.0,29,0,0,0.0,30.491
31.5,32.0,25,0,0,0.0,31.499
32.5,33.0,26,0,0,0.0,32.492
33.5,34.0,29,0,0,0.0,34.018
34.5,35.0,32,0,0,0.0,34.685
35.5,36.0,31,0,0,0.0,35.509
36.5,37.0,24,0,0,0.0,36.496
37.5,38.0,42,0,0,0.0,37.497
38.5,39.0,25,0,0,0.0,39.357
39.5,40.0,27,0,0,0.0,39.885
40.5,41.0,53,0,0,0.0,40.741
41.5,42.0,37,0,0,0.0,41.603
42.5,43.0,38,0,0,0.0,42.543
43.5,44.0,0,0,0,0.0,43.506
44.5,45.0,6,0,0,0.0,44.816
45.5,46.0,136,0,0,0.0,46.434
46.5,47.0,56,0,0,0.0,47.733
47.5,48.0,1,0,0,0.0,47.746
48.5,49.0,43,0,0,0.0,49.578
49.5,50.0,35,0,0,0.0,50.314
50.5,51.0,2,0,0,0.0,50.671
51.5,52.0,68,0,0,0.0,52.187
52.5,53.0,61,0,0,0.0,53.177
53.5,54.0,0,0,0,0.0,53.525
54.5,55.0,29,0,0,0.0,54.693
55.5,56.0,224,0,0,0.0,58.65
56.5,57.0,1,0,0,0.0,58.828
57.5,58.0,0,0,0,0.0,58.844
58.5,59.0,0,0,0,0.0,58.852
59.5,60.0,81,0,0,0.0,61.977
60.5,61.0,0,0,0,0.0,62.03
61.5,62.0,2,0,0,0.0,62.085
62.5,63.0,17,0,0,0.0,62.982
63.5,64.0,8,0,0,0.0,63.504
64.5,65.0,233,0,26,0.0,67.968
65.5,66.0,9,0,0,0.0,68.332
66.5,67.0,32,0,22,0.0,69.183
